ma	0	 	Someone abhorred about something.
ma	0	 	Someone abhorred about whether something happened.
ma	1	 	Someone abhorred doing something.
ma	0	 	Someone abhorred for something to happen.
ma	0	 	Someone abhorred so.
ma	0	 	Someone abhorred someone do something.
ma	0	 	Someone abhorred someone doing something.
ma	0	 	Someone abhorred someone that something happen.
ma	0	 	Someone abhorred someone that something happened.
ma	0	 	Someone abhorred someone that something would happen.
ma	0	 	Someone abhorred someone to do something.
ma	0	 	Someone abhorred someone to have something.
ma	0	 	Someone abhorred someone whether something happened.
ma	0	 	Someone abhorred someone whether something would happen.
ma	0	 	Someone abhorred someone which thing happened.
ma	0	 	Someone abhorred something happened.
ma	0	 	Someone abhorred something to someone.
ma	1	 	Someone abhorred something.
ma	0	 	Someone abhorred that something happen.
ma	1	 	Someone abhorred that something happened.
ma	1	 	Someone abhorred that something would happen.
ma	0	 	Someone abhorred to do something.
ma	0	 	Someone abhorred to have something.
ma	0	 	Someone abhorred to someone that something happen.
ma	0	 	Someone abhorred to someone that something happened.
ma	0	 	Someone abhorred to someone that something would happen.
ma	0	 	Someone abhorred to someone whether something happened.
ma	0	 	Someone abhorred to someone whether something would happen.
ma	0	 	Someone abhorred whether something happened.
ma	0	 	Someone abhorred whether something would happen.
ma	0	 	Someone abhorred whether to do something.
ma	0	 	Someone abhorred which thing happened.
ma	1	 	Someone abhorred which thing to do.
ma	0	 	Someone abhorred.
ma	1	 	Someone abhors doing something.
ma	1	 	Someone abhors someone doing something.
ma	1	 	Someone abhors something.
ma	0	 	Someone abhors that something happened.
ma	1	 	Someone abhors that something would happen.
ma	0	 	Someone absolved about something.
ma	0	 	Someone absolved about whether something happened.
ma	0	 	Someone absolved doing something.
ma	0	 	Someone absolved for something to happen.
ma	0	 	Someone absolved so.
ma	0	 	Someone absolved someone do something.
ma	0	 	Someone absolved someone doing something.
ma	0	 	Someone absolved someone that something happen.
ma	0	 	Someone absolved someone that something happened.
ma	0	 	Someone absolved someone that something would happen.
ma	0	 	Someone absolved someone to do something.
ma	0	 	Someone absolved someone to have something.
ma	0	 	Someone absolved someone whether something happened.
ma	0	 	Someone absolved someone whether something would happen.
ma	0	 	Someone absolved someone which thing happened.
ma	0	 	Someone absolved something happened.
ma	0	 	Someone absolved something to someone.
ma	1	 	Someone absolved something.
ma	0	 	Someone absolved that something happen.
ma	0	 	Someone absolved that something happened.
ma	0	 	Someone absolved that something would happen.
ma	0	 	Someone absolved to do something.
ma	0	 	Someone absolved to have something.
ma	0	 	Someone absolved to someone that something happen.
ma	0	 	Someone absolved to someone that something happened.
ma	0	 	Someone absolved to someone that something would happen.
ma	0	 	Someone absolved to someone whether something happened.
ma	0	 	Someone absolved to someone whether something would happen.
ma	0	 	Someone absolved whether something happened.
ma	0	 	Someone absolved whether something would happen.
ma	0	 	Someone absolved whether to do something.
ma	0	 	Someone absolved which thing happened.
ma	0	 	Someone absolved which thing to do.
ma	0	 	Someone absolved.
ma	1	 	Someone absolves something.
ma	1	 	Someone absolves to do something.
ma	0	 	Someone accepted about something.
ma	0	 	Someone accepted about whether something happened.
ma	1	 	Someone accepted doing something.
ma	0	 	Someone accepted for something to happen.
ma	0	 	Someone accepted so.
ma	0	 	Someone accepted someone do something.
ma	1	 	Someone accepted someone doing something.
ma	0	 	Someone accepted someone that something happen.
ma	0	 	Someone accepted someone that something happened.
ma	0	 	Someone accepted someone that something would happen.
ma	1	 	Someone accepted someone to do something.
ma	0	 	Someone accepted someone to have something.
ma	0	 	Someone accepted someone whether something happened.
ma	0	 	Someone accepted someone whether something would happen.
ma	0	 	Someone accepted someone which thing happened.
ma	1	 	Someone accepted something happened.
ma	0	 	Someone accepted something to someone.
ma	1	 	Someone accepted something.
ma	0	 	Someone accepted that something happen.
ma	1	 	Someone accepted that something happened.
ma	1	 	Someone accepted that something would happen.
ma	0	 	Someone accepted to do something.
ma	1	 	Someone accepted to have something.
ma	0	 	Someone accepted to someone that something happen.
ma	0	 	Someone accepted to someone that something happened.
ma	0	 	Someone accepted to someone that something would happen.
ma	0	 	Someone accepted to someone whether something happened.
ma	0	 	Someone accepted to someone whether something would happen.
ma	1	 	Someone accepted whether something happened.
ma	1	 	Someone accepted whether something would happen.
ma	1	 	Someone accepted whether to do something.
ma	1	 	Someone accepted which thing happened.
ma	1	 	Someone accepted which thing to do.
ma	1	 	Someone accepted.
ma	1	 	Someone accepts doing something.
ma	1	 	Someone accepts someone doing something.
ma	1	 	Someone accepts someone to do something.
ma	1	 	Someone accepts something happened.
ma	1	 	Someone accepts something.
ma	1	 	Someone accepts that something happened.
ma	1	 	Someone accepts that something would happen.
ma	1	 	Someone accepts to have something.
ma	1	 	Someone accepts whether something happened.
ma	1	 	Someone accepts whether something would happen.
ma	1	 	Someone accepts whether to do something.
ma	1	 	Someone accepts which thing happened.
ma	1	 	Someone accepts which thing to do.
ma	1	 	Someone accepts.
ma	0	 	Someone acclaimed about something.
ma	0	 	Someone acclaimed about whether something happened.
ma	0	 	Someone acclaimed doing something.
ma	0	 	Someone acclaimed for something to happen.
ma	0	 	Someone acclaimed so.
ma	0	 	Someone acclaimed someone do something.
ma	1	 	Someone acclaimed someone doing something.
ma	0	 	Someone acclaimed someone that something happen.
ma	0	 	Someone acclaimed someone that something happened.
ma	0	 	Someone acclaimed someone that something would happen.
ma	0	 	Someone acclaimed someone to do something.
ma	0	 	Someone acclaimed someone to have something.
ma	0	 	Someone acclaimed someone whether something happened.
ma	0	 	Someone acclaimed someone whether something would happen.
ma	0	 	Someone acclaimed someone which thing happened.
ma	0	 	Someone acclaimed something happened.
ma	1	 	Someone acclaimed something to someone.
ma	1	 	Someone acclaimed something.
ma	0	 	Someone acclaimed that something happen.
ma	1	 	Someone acclaimed that something happened.
ma	0	 	Someone acclaimed that something would happen.
ma	0	 	Someone acclaimed to do something.
ma	0	 	Someone acclaimed to have something.
ma	0	 	Someone acclaimed to someone that something happen.
ma	0	 	Someone acclaimed to someone that something happened.
ma	0	 	Someone acclaimed to someone that something would happen.
ma	0	 	Someone acclaimed to someone whether something happened.
ma	0	 	Someone acclaimed to someone whether something would happen.
ma	0	 	Someone acclaimed whether something happened.
ma	1	 	Someone acclaimed whether something would happen.
ma	0	 	Someone acclaimed whether to do something.
ma	0	 	Someone acclaimed which thing happened.
ma	0	 	Someone acclaimed which thing to do.
ma	1	 	Someone acclaimed.
ma	1	 	Someone acclaims something to someone.
ma	1	 	Someone acclaims something.
ma	1	 	Someone acclaims that something happened.
ma	0	 	Someone acclaims.
ma	0	 	Someone accredited about something.
ma	0	 	Someone accredited about whether something happened.
ma	0	 	Someone accredited doing something.
ma	0	 	Someone accredited for something to happen.
ma	0	 	Someone accredited so.
ma	0	 	Someone accredited someone do something.
ma	0	 	Someone accredited someone doing something.
ma	0	 	Someone accredited someone that something happen.
ma	0	 	Someone accredited someone that something happened.
ma	0	 	Someone accredited someone that something would happen.
ma	0	 	Someone accredited someone to do something.
ma	1	 	Someone accredited someone to have something.
ma	0	 	Someone accredited someone whether something happened.
ma	0	 	Someone accredited someone whether something would happen.
ma	0	 	Someone accredited someone which thing happened.
ma	0	 	Someone accredited something happened.
ma	1	 	Someone accredited something to someone.
ma	0	 	Someone accredited something.
ma	0	 	Someone accredited that something happen.
ma	0	 	Someone accredited that something happened.
ma	0	 	Someone accredited that something would happen.
ma	0	 	Someone accredited to do something.
ma	0	 	Someone accredited to have something.
ma	0	 	Someone accredited to someone that something happen.
ma	0	 	Someone accredited to someone that something happened.
ma	0	 	Someone accredited to someone that something would happen.
ma	0	 	Someone accredited to someone whether something happened.
ma	0	 	Someone accredited to someone whether something would happen.
ma	0	 	Someone accredited whether something happened.
ma	0	 	Someone accredited whether something would happen.
ma	0	 	Someone accredited whether to do something.
ma	0	 	Someone accredited which thing happened.
ma	0	 	Someone accredited which thing to do.
ma	0	 	Someone accredited.
ma	1	 	Someone accredits someone to have something.
ma	1	 	Someone accredits something to someone.
ma	1	 	Someone accredits something.
ma	0	 	Someone acknowledged about something.
ma	0	 	Someone acknowledged about whether something happened.
ma	1	 	Someone acknowledged doing something.
ma	0	 	Someone acknowledged for something to happen.
ma	1	 	Someone acknowledged so.
ma	0	 	Someone acknowledged someone do something.
ma	1	 	Someone acknowledged someone doing something.
ma	0	 	Someone acknowledged someone that something happen.
ma	0	 	Someone acknowledged someone that something happened.
ma	0	 	Someone acknowledged someone that something would happen.
ma	0	 	Someone acknowledged someone to do something.
ma	1	 	Someone acknowledged someone to have something.
ma	0	 	Someone acknowledged someone whether something happened.
ma	0	 	Someone acknowledged someone whether something would happen.
ma	0	 	Someone acknowledged someone which thing happened.
ma	1	 	Someone acknowledged something happened.
ma	1	 	Someone acknowledged something to someone.
ma	1	 	Someone acknowledged something.
ma	0	 	Someone acknowledged that something happen.
ma	1	 	Someone acknowledged that something happened.
ma	1	 	Someone acknowledged that something would happen.
ma	1	 	Someone acknowledged to do something.
ma	0	 	Someone acknowledged to have something.
ma	0	 	Someone acknowledged to someone that something happen.
ma	1	 	Someone acknowledged to someone that something happened.
ma	1	 	Someone acknowledged to someone that something would happen.
ma	1	 	Someone acknowledged to someone whether something happened.
ma	1	 	Someone acknowledged to someone whether something would happen.
ma	1	 	Someone acknowledged whether something happened.
ma	1	 	Someone acknowledged whether something would happen.
ma	1	 	Someone acknowledged whether to do something.
ma	1	 	Someone acknowledged which thing happened.
ma	1	 	Someone acknowledged which thing to do.
ma	0	 	Someone acknowledged.
ma	1	 	Someone acknowledges doing something.
ma	1	 	Someone acknowledges so.
ma	1	 	Someone acknowledges someone doing something.
ma	0	 	Someone acknowledges someone to have something.
ma	1	 	Someone acknowledges something happened.
ma	1	 	Someone acknowledges something to someone.
ma	1	 	Someone acknowledges something.
ma	1	 	Someone acknowledges that something happened.
ma	1	 	Someone acknowledges that something would happen.
ma	1	 	Someone acknowledges to do something.
ma	1	 	Someone acknowledges to have something.
ma	1	 	Someone acknowledges to someone that something happened.
ma	1	 	Someone acknowledges to someone that something would happen.
ma	0	 	Someone acknowledges to someone whether something happen.
ma	1	 	Someone acknowledges to someone whether something happened.
ma	1	 	Someone acknowledges whether something happened.
ma	1	 	Someone acknowledges whether something would happen.
ma	1	 	Someone acknowledges whether to do something.
ma	1	 	Someone acknowledges which thing happened.
ma	1	 	Someone acknowledges which thing to do.
ma	1	 	Someone acknowledges.
ma	0	 	Someone added about something.
ma	0	 	Someone added about whether something happened.
ma	1	 	Someone added doing something.
ma	0	 	Someone added for something to happen.
ma	1	 	Someone added so.
ma	0	 	Someone added someone do something.
ma	1	 	Someone added someone doing something.
ma	0	 	Someone added someone that something happen.
ma	0	 	Someone added someone that something happened.
ma	0	 	Someone added someone that something would happen.
ma	0	 	Someone added someone to do something.
ma	0	 	Someone added someone to have something.
ma	0	 	Someone added someone whether something happened.
ma	0	 	Someone added someone whether something would happen.
ma	0	 	Someone added someone which thing happened.
ma	0	 	Someone added something happened.
ma	1	 	Someone added something to someone.
ma	1	 	Someone added something.
ma	0	 	Someone added that something happen.
ma	1	 	Someone added that something happened.
ma	1	 	Someone added that something would happen.
ma	1	 	Someone added to do something.
ma	0	 	Someone added to have something.
ma	0	 	Someone added to someone that something happen.
ma	0	 	Someone added to someone that something happened.
ma	0	 	Someone added to someone that something would happen.
ma	0	 	Someone added to someone whether something happened.
ma	0	 	Someone added to someone whether something would happen.
ma	1	 	Someone added whether something happened.
ma	1	 	Someone added whether something would happen.
ma	0	 	Someone added whether to do something.
ma	0	 	Someone added which thing happened.
ma	1	 	Someone added which thing to do.
ma	1	 	Someone added.
ma	0	 	Someone addressed about something.
ma	1	 	Someone addressed about whether something happened.
ma	1	 	Someone addressed doing something.
ma	0	 	Someone addressed for something to happen.
ma	0	 	Someone addressed so.
ma	0	 	Someone addressed someone do something.
ma	1	 	Someone addressed someone doing something.
ma	0	 	Someone addressed someone that something happen.
ma	1	 	Someone addressed someone that something happened.
ma	0	 	Someone addressed someone that something would happen.
ma	1	 	Someone addressed someone to do something.
ma	0	 	Someone addressed someone to have something.
ma	0	 	Someone addressed someone whether something happened.
ma	0	 	Someone addressed someone whether something would happen.
ma	0	 	Someone addressed someone which thing happened.
ma	0	 	Someone addressed something happened.
ma	1	 	Someone addressed something to someone.
ma	1	 	Someone addressed something.
ma	0	 	Someone addressed that something happen.
ma	1	 	Someone addressed that something happened.
ma	0	 	Someone addressed that something would happen.
ma	0	 	Someone addressed to do something.
ma	0	 	Someone addressed to have something.
ma	0	 	Someone addressed to someone that something happen.
ma	0	 	Someone addressed to someone that something happened.
ma	1	 	Someone addressed to someone that something would happen.
ma	0	 	Someone addressed to someone whether something happened.
ma	1	 	Someone addressed to someone whether something would happen.
ma	1	 	Someone addressed whether something happened.
ma	1	 	Someone addressed whether something would happen.
ma	0	 	Someone addressed whether to do something.
ma	1	 	Someone addressed which thing happened.
ma	1	 	Someone addressed which thing to do.
ma	0	 	Someone addressed.
ma	1	 	Someone addresses about whether something happened.
ma	1	 	Someone addresses someone doing something.
ma	0	 	Someone addresses someone that something happened.
ma	0	 	Someone addresses someone to have something.
ma	1	 	Someone addresses something to someone.
ma	1	 	Someone addresses something.
ma	1	 	Someone addresses that something happened.
ma	1	 	Someone addresses that something would happen.
ma	1	 	Someone addresses to someone that something would happen.
ma	0	 	Someone addresses to someone whether something happen.
ma	1	 	Someone addresses whether something happened.
ma	1	 	Someone addresses whether something would happen.
ma	1	 	Someone addresses which thing happened.
ma	1	 	Someone addresses which thing to do.
ma	0	 	Someone adds someone doing something.
ma	1	 	Someone adds someone to do something.
ma	1	 	Someone adds something to someone.
ma	1	 	Someone adds something.
ma	1	 	Someone adds that something happened.
ma	1	 	Someone adds that something would happen.
ma	1	 	Someone adds whether something happened.
ma	0	 	Someone adds whether something would happen.
ma	0	 	Someone adds which thing happened.
ma	1	 	Someone adds which thing to do.
ma	1	 	Someone adds.
ma	0	 	Someone admired about something.
ma	0	 	Someone admired about whether something happened.
ma	1	 	Someone admired doing something.
ma	0	 	Someone admired for something to happen.
ma	0	 	Someone admired so.
ma	0	 	Someone admired someone do something.
ma	1	 	Someone admired someone doing something.
ma	0	 	Someone admired someone that something happen.
ma	0	 	Someone admired someone that something happened.
ma	0	 	Someone admired someone that something would happen.
ma	0	 	Someone admired someone to do something.
ma	1	 	Someone admired someone to have something.
ma	0	 	Someone admired someone whether something happened.
ma	0	 	Someone admired someone whether something would happen.
ma	0	 	Someone admired someone which thing happened.
ma	0	 	Someone admired something happened.
ma	0	 	Someone admired something to someone.
ma	1	 	Someone admired something.
ma	0	 	Someone admired that something happen.
ma	0	 	Someone admired that something happened.
ma	0	 	Someone admired that something would happen.
ma	0	 	Someone admired to do something.
ma	0	 	Someone admired to have something.
ma	0	 	Someone admired to someone that something happen.
ma	0	 	Someone admired to someone that something happened.
ma	0	 	Someone admired to someone that something would happen.
ma	0	 	Someone admired to someone whether something happened.
ma	0	 	Someone admired to someone whether something would happen.
ma	0	 	Someone admired whether something happened.
ma	0	 	Someone admired whether something would happen.
ma	0	 	Someone admired whether to do something.
ma	0	 	Someone admired which thing happened.
ma	0	 	Someone admired which thing to do.
ma	1	 	Someone admired.
ma	1	 	Someone admires doing something.
ma	1	 	Someone admires someone doing something.
ma	1	 	Someone admires something.
ma	1	 	Someone admires that something happened.
ma	1	 	Someone admires.
ma	1	 	Someone admits about whether something happened.
ma	1	 	Someone admits doing something.
ma	0	 	Someone admits someone doing something.
ma	0	 	Someone admits someone that something happen.
ma	1	 	Someone admits something happened.
ma	1	 	Someone admits something to someone.
ma	1	 	Someone admits something.
ma	0	 	Someone admits that something happen.
ma	1	 	Someone admits that something happened.
ma	1	 	Someone admits that something would happen.
ma	1	 	Someone admits to do something.
ma	0	 	Someone admits to have something.
ma	1	 	Someone admits to someone that something happened.
ma	1	 	Someone admits to someone that something would happen.
ma	0	 	Someone admits to someone whether something happen.
ma	1	 	Someone admits to someone whether something happened.
ma	1	 	Someone admits whether something happened.
ma	1	 	Someone admits whether something would happen.
ma	1	 	Someone admits which thing happened.
ma	1	 	Someone admits.
ma	0	 	Someone admitted about something.
ma	1	 	Someone admitted about whether something happened.
ma	1	 	Someone admitted doing something.
ma	0	 	Someone admitted for something to happen.
ma	0	 	Someone admitted so.
ma	0	 	Someone admitted someone do something.
ma	1	 	Someone admitted someone doing something.
ma	1	 	Someone admitted someone that something happen.
ma	0	 	Someone admitted someone that something happened.
ma	0	 	Someone admitted someone that something would happen.
ma	0	 	Someone admitted someone to do something.
